Sum of Age,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,EducationField,Sum of EmployeeCount,EmployeeNumber,Sum of EnvironmentSatisfaction,Gender,Sum of HourlyRate,Sum of JobInvolvement,Sum of JobLevel,JobRole,Sum of JobSatisfaction,MaritalStatus,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,Sum of PerformanceRating,Sum of RelationshipSatisfaction,Sum of StandardHours,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
40,No,Non-Travel,1236,Sales,32,6,Life Sciences,2,1946,4,Male,88,4,2,Manufacturing Director,6,Divorced,2018,36896,12,Y,No,26,6,4,160,0,16,8,2,14,0,2,2
72,No,Non-Travel,2998,Sales,16,2,Life Sciences,2,2068,2,Female,78,6,4,Manager,2,Single,19932,52464,6,Y,No,28,6,8,160,0,14,6,4,34,2,0,6
106,No,Non-Travel,1284,Sales,16,8,Marketing,2,682,8,Male,172,4,6,Laboratory Technician,2,Divorced,21518,28224,6,Y,No,28,6,6,160,2,26,4,4,12,8,0,0
70,No,Non-Travel,1924,Sales,18,2,Marketing,2,1009,8,Male,100,2,2,Research Scientist,4,Married,2018,36976,10,Y,Yes,22,6,2,160,2,12,0,6,14,6,16,8
48,No,Non-Travel,1238,Sales,16,10,Marketing,2,1406,2,Male,128,2,4,Sales Executive,4,Single,24698,19258,4,Y,Yes,38,6,8,160,0,46,2,4,20,12,4,10
56,No,Non-Travel,1246,Sales,44,6,Marketing,2,1954,8,Male,132,6,2,Manager,2,Married,23298,20006,2,Y,No,28,6,2,160,2,12,4,6,12,4,2,16
68,No,Non-Travel,1070,Sales,2,8,Medical,2,1,2,Male,112,4,2,Sales Representative,4,Divorced,7192,15524,6,Y,No,26,6,6,160,0,36,8,6,34,8,0,2
60,No,Non-Travel,1172,Sales,24,4,Medical,2,113,6,Male,142,4,4,Research Scientist,8,Divorced,25142,7170,6,Y,No,24,6,4,160,2,10,6,8,8,0,0,2
68,No,Non-Travel,1962,Sales,58,4,Medical,2,176,2,Female,156,6,2,Sales Representative,4,Married,12220,11002,2,Y,No,26,6,4,160,0,12,6,2,0,10,0,2
46,No,Non-Travel,2104,Sales,12,6,Medical,2,378,4,Male,60,4,2,Sales Executive,4,Divorced,15260,6766,8,Y,Yes,34,6,2,160,2,34,6,6,12,14,6,18
118,No,Non-Travel,252,Sales,2,2,Medical,2,409,6,Female,70,4,4,Research Scientist,6,Divorced,8116,53998,6,Y,Yes,36,6,6,160,0,30,6,4,48,8,0,0
54,No,Non-Travel,1140,Sales,14,4,Medical,2,424,6,Male,122,2,6,Research Scientist,4,Single,16980,29192,2,Y,Yes,30,6,8,160,0,26,2,4,22,12,0,6
86,No,Non-Travel,1284,Sales,6,4,Medical,2,448,8,Male,160,6,4,Research Director,2,Single,11364,19514,0,Y,No,24,6,6,160,0,24,6,2,24,0,0,0
70,No,Non-Travel,2874,Sales,16,6,Medical,2,501,4,Female,192,6,2,Manufacturing Director,4,Married,4550,30600,10,Y,No,32,6,6,160,0,28,4,8,10,8,4,10
68,No,Non-Travel,1344,Sales,32,6,Medical,2,750,6,Male,112,6,4,Research Scientist,8,Married,17010,33504,6,Y,Yes,22,6,8,160,0,24,6,4,22,10,4,0
90,No,Non-Travel,2182,Sales,22,6,Medical,2,790,2,Male,172,6,2,Sales Executive,6,Married,2018,24690,0,Y,Yes,34,6,6,160,2,16,4,4,0,2,6,4
86,No,Non-Travel,2430,Sales,46,4,Medical,2,853,4,Female,110,6,2,Research Director,6,Single,12912,19622,0,Y,Yes,40,6,2,160,2,24,4,4,0,10,0,8
66,No,Non-Travel,1790,Sales,16,6,Medical,2,1015,2,Male,130,6,2,Human Resources,2,Divorced,15674,22828,4,Y,No,38,6,4,160,0,20,4,4,22,2,6,14
68,No,Non-Travel,2134,Sales,42,6,Medical,2,1032,4,Female,86,4,4,Laboratory Technician,6,Married,21034,18182,0,Y,Yes,32,6,8,160,0,14,6,2,12,14,4,0
72,No,Non-Travel,1036,Sales,2,6,Medical,2,1169,8,Female,78,4,4,Laboratory Technician,6,Single,2018,38692,4,Y,Yes,32,6,4,160,0,24,2,4,4,22,8,4
64,No,Non-Travel,204,Sales,6,4,Medical,2,1186,6,Female,154,6,2,Research Scientist,4,Divorced,17996,4188,6,Y,No,28,6,4,160,2,52,4,6,30,16,2,8
72,No,Non-Travel,2998,Sales,26,6,Medical,2,1322,8,Male,98,2,2,Laboratory Technician,6,Married,17648,36012,8,Y,Yes,28,6,8,160,0,2,6,4,16,12,0,2
96,No,Non-Travel,1790,Sales,46,6,Other,2,626,6,Female,74,6,8,Healthcare Representative,6,Divorced,2018,21124,0,Y,No,36,6,2,160,0,28,6,4,26,0,0,6
42,No,Non-Travel,568,Sales,2,4,Other,2,1019,2,Female,152,6,4,Manufacturing Director,4,Married,6824,5832,0,Y,No,34,6,6,160,0,30,4,4,10,14,6,4
74,No,Non-Travel,204,Sales,40,6,Other,2,1780,8,Male,96,4,2,Sales Executive,2,Married,21770,4188,8,Y,No,38,6,2,160,0,0,6,4,26,0,10,4
80,No,Non-Travel,244,Sales,14,2,Technical Degree,2,1,6,Female,66,6,4,Human Resources,4,Single,4328,27080,4,Y,No,48,6,4,160,0,0,8,6,4,10,0,2
78,No,Non-Travel,978,Sales,2,6,Technical Degree,2,833,2,Female,76,2,4,Sales Executive,4,Single,5268,4188,8,Y,No,28,6,6,160,0,18,2,4,20,10,6,12
114,No,Non-Travel,1722,Sales,6,2,Technical Degree,2,1137,6,Female,134,8,4,Human Resources,6,Divorced,3690,39166,4,Y,Yes,40,6,6,160,0,28,8,6,20,4,14,20
78,No,Non-Travel,1810,Sales,26,4,Technical Degree,2,1202,6,Male,148,6,2,Laboratory Technician,8,Married,17576,40476,4,Y,Yes,32,6,4,160,0,28,4,6,24,6,0,14
82,No,Non-Travel,2306,Sales,36,4,Technical Degree,2,1315,4,Male,98,4,6,Laboratory Technician,2,Single,27964,43966,6,Y,No,28,6,2,160,2,24,6,6,4,14,4,4
66,No,Non-Travel,2100,Sales,8,4,Technical Degree,2,1429,6,Female,140,4,4,Laboratory Technician,4,Married,2018,41426,2,Y,Yes,30,6,2,160,0,30,8,2,0,4,0,10
82,No,Non-Travel,204,Sales,2,4,Technical Degree,2,1497,4,Female,114,2,2,Manufacturing Director,8,Single,21978,34566,2,Y,No,24,6,6,160,0,34,8,4,16,10,0,12
88,No,Non-Travel,1790,Sales,24,2,Technical Degree,2,2068,6,Female,152,4,4,Sales Executive,4,Divorced,14240,38056,6,Y,No,26,6,6,160,0,12,2,2,14,0,0,8
102,No,Travel_Frequently,1546,Human Resources,2,2,Life Sciences,2,662,2,Male,130,8,4,Human Resources,6,Single,11040,39580,0,Y,No,22,6,4,160,0,24,6,4,0,0,2,14
74,No,Travel_Frequently,1730,Human Resources,28,2,Life Sciences,2,750,8,Female,60,4,4,Sales Executive,2,Divorced,2018,28406,4,Y,No,34,6,6,160,0,36,6,4,0,4,8,0
72,No,Travel_Frequently,642,Human Resources,22,2,Life Sciences,2,939,6,Female,138,4,4,Human Resources,2,Married,17084,21842,2,Y,No,36,6,6,160,0,14,6,6,0,4,2,14
40,No,Travel_Frequently,652,Human Resources,26,6,Life Sciences,2,1259,2,Male,138,4,6,Human Resources,2,Married,19290,25694,8,Y,No,34,6,2,160,0,64,4,2,12,10,8,2
64,No,Travel_Frequently,2042,Human Resources,26,4,Medical,2,505,4,Female,144,4,4,Sales Executive,8,Married,2018,20804,8,Y,Yes,22,6,2,160,0,36,4,4,16,16,12,14
50,No,Travel_Frequently,204,Human Resources,42,8,Medical,2,1003,8,Male,114,4,6,Manager,2,Single,20424,20354,8,Y,No,36,6,8,160,0,0,8,4,24,0,0,6
98,No,Travel_Frequently,1722,Human Resources,42,8,Medical,2,1098,4,Male,164,2,4,Sales Executive,2,Married,10122,31654,2,Y,No,30,6,2,160,2,32,4,4,22,4,10,20
36,No,Travel_Frequently,204,Human Resources,26,4,Medical,2,1630,4,Female,92,6,2,Sales Executive,6,Single,13946,23840,6,Y,No,32,6,6,160,0,40,6,4,28,6,22,4
80,No,Travel_Frequently,1612,Human Resources,24,4,Other,2,514,6,Female,108,6,2,Manufacturing Director,6,Single,2018,32230,2,Y,No,32,6,8,160,0,4,4,4,0,4,0,4
66,No,Travel_Frequently,2270,Human Resources,10,4,Technical Degree,2,958,4,Male,154,4,6,Manager,6,Married,21506,10722,6,Y,Yes,32,6,6,160,0,10,4,4,8,0,0,2
88,No,Travel_Frequently,2998,Human Resources,2,4,Technical Degree,2,2068,6,Male,86,4,4,Sales Executive,4,Divorced,34938,4188,4,Y,No,30,6,6,160,2,8,4,2,34,14,0,0
36,No,Travel_Frequently,1346,Research & Development,18,4,Human Resources,2,724,4,Female,182,4,2,Research Scientist,2,Married,9312,47442,10,Y,No,26,6,2,160,0,2,6,8,4,6,0,4
96,No,Travel_Frequently,1374,Research & Development,2,4,Human Resources,2,1097,2,Female,64,4,2,Research Scientist,8,Married,36990,25144,0,Y,No,42,6,4,160,2,6,4,6,0,0,0,2
58,No,Travel_Frequently,1344,Research & Development,20,8,Human Resources,2,1613,8,Female,164,6,2,Manager,4,Married,12922,14024,0,Y,No,22,6,4,160,4,2,4,6,8,6,4,22
52,No,Travel_Frequently,2174,Research & Development,12,6,Human Resources,2,2031,2,Male,180,6,8,Research Scientist,2,Single,17654,42754,8,Y,No,28,6,6,160,0,36,4,6,18,2,0,4
56,No,Travel_Frequently,1674,Research & Development,38,4,Human Resources,2,2061,4,Male,130,4,2,Research Scientist,6,Divorced,12276,43144,2,Y,No,34,6,8,160,4,50,10,2,10,16,2,4
74,No,Travel_Frequently,1214,Research & Development,16,10,Life Sciences,2,1,4,Female,164,4,4,Healthcare Representative,4,Single,18314,35092,4,Y,No,30,6,6,160,0,6,6,6,16,10,0,10
58,No,Travel_Frequently,776,Research & Development,20,2,Life Sciences,2,1,8,Female,60,4,2,Research Scientist,4,Single,17646,27406,2,Y,No,32,6,6,160,4,4,10,8,30,8,2,4
74,No,Travel_Frequently,1922,Research & Development,26,2,Life Sciences,2,1,6,Male,100,4,4,Sales Executive,4,Married,7026,36098,2,Y,No,32,6,4,160,0,30,8,8,12,6,10,2
82,No,Travel_Frequently,1832,Research & Development,24,4,Life Sciences,2,1,6,Male,150,4,2,Sales Representative,2,Married,14286,12362,0,Y,No,36,6,6,160,0,4,0,6,32,2,14,0
76,No,Travel_Frequently,1078,Research & Development,38,4,Life Sciences,2,55,4,Male,104,4,4,Sales Executive,8,Single,10906,16306,0,Y,No,24,6,8,160,0,4,6,6,46,4,2,2
90,No,Travel_Frequently,488,Research & Development,2,6,Life Sciences,2,84,8,Female,134,4,2,Research Scientist,2,Married,19048,28160,0,Y,No,30,6,2,160,2,24,8,6,6,14,0,14
74,No,Travel_Frequently,2358,Research & Development,6,8,Life Sciences,2,146,8,Female,96,4,2,Laboratory Technician,4,Married,29624,10392,8,Y,No,32,6,6,160,0,8,4,4,12,4,6,8
76,No,Travel_Frequently,316,Research & Development,4,6,Life Sciences,2,151,6,Female,142,4,2,Manufacturing Director,2,Married,31322,23154,2,Y,No,24,6,4,160,4,28,4,4,20,10,8,0
76,No,Travel_Frequently,2504,Research & Development,14,4,Life Sciences,2,153,6,Female,94,2,2,Manager,2,Single,16414,14190,4,Y,No,24,6,2,160,0,42,8,6,12,10,12,6
84,No,Travel_Frequently,1160,Research & Development,6,6,Life Sciences,2,215,4,Male,136,4,6,Healthcare Representative,6,Married,33032,28114,2,Y,Yes,22,6,4,160,2,8,2,6,10,8,8,14
94,No,Travel_Frequently,2046,Research & Development,6,4,Life Sciences,2,250,8,Female,148,6,2,Manufacturing Director,6,Divorced,9056,25898,12,Y,Yes,26,6,8,160,4,44,4,6,8,0,4,0
82,No,Travel_Frequently,1750,Research & Development,10,6,Life Sciences,2,289,2,Male,94,6,4,Laboratory Technician,2,Married,9048,21836,6,Y,No,32,6,4,160,2,18,6,6,20,10,4,6
62,No,Travel_Frequently,654,Research & Development,2,4,Life Sciences,2,297,6,Female,88,4,4,Manufacturing Director,4,Single,9074,20436,2,Y,No,32,6,6,160,0,22,4,4,16,4,10,6
106,No,Travel_Frequently,2498,Research & Development,8,6,Life Sciences,2,304,6,Male,120,6,4,Research Scientist,2,Single,14316,33672,4,Y,No,36,6,4,160,0,14,2,6,0,4,0,6
58,No,Travel_Frequently,1752,Research & Development,2,2,Life Sciences,2,361,2,Male,130,4,6,Research Scientist,4,Single,24474,46518,2,Y,No,26,6,8,160,4,20,8,4,8,10,0,10
36,No,Travel_Frequently,204,Research & Development,10,6,Life Sciences,2,374,6,Female,130,2,2,Manager,4,Divorced,2018,21852,2,Y,No,34,6,8,160,2,22,6,6,26,16,8,4
58,No,Travel_Frequently,1668,Research & Development,2,6,Life Sciences,2,392,6,Female,194,6,2,Sales Representative,4,Married,19596,47040,4,Y,No,38,6,2,160,0,18,4,6,10,12,0,2
60,No,Travel_Frequently,1576,Research & Development,40,4,Life Sciences,2,394,4,Female,136,4,2,Research Scientist,4,Single,2018,39320,2,Y,No,22,6,4,160,2,28,4,4,26,10,0,8
56,No,Travel_Frequently,568,Research & Development,14,4,Life Sciences,2,438,6,Male,142,4,2,Sales Executive,6,Single,5914,16010,0,Y,Yes,24,6,4,160,2,50,6,4,14,4,0,24
80,No,Travel_Frequently,2900,Research & Development,2,6,Life Sciences,2,449,2,Male,130,6,2,Sales Executive,4,Single,10682,25318,12,Y,Yes,36,6,4,160,0,2,2,2,4,8,0,16
80,No,Travel_Frequently,1716,Research & Development,26,2,Life Sciences,2,496,2,Male,176,6,2,Manufacturing Director,6,Divorced,8784,45344,0,Y,No,36,6,2,160,2,10,10,4,0,0,4,8
98,No,Travel_Frequently,2274,Research & Development,2,4,Life Sciences,2,505,6,Female,154,4,2,Research Scientist,6,Married,2018,53998,2,Y,No,22,6,2,160,0,0,6,2,18,0,0,18
70,No,Travel_Frequently,1854,Research & Development,22,6,Life Sciences,2,513,6,Male,150,6,8,Laboratory Technician,2,Married,6926,13372,8,Y,No,38,6,4,160,0,4,6,2,0,10,4,16
64,No,Travel_Frequently,2508,Research & Development,28,6,Life Sciences,2,542,4,Female,128,2,6,Laboratory Technician,2,Married,2018,11242,2,Y,No,22,6,2,160,2,0,2,4,8,16,10,16
66,No,Travel_Frequently,626,Research & Development,28,2,Life Sciences,2,564,8,Male,92,4,2,Manager,2,Married,37924,19632,8,Y,No,22,6,2,160,0,32,0,6,32,14,2,0
78,No,Travel_Frequently,2660,Research & Development,2,6,Life Sciences,2,614,8,Female,132,4,4,Sales Executive,4,Single,2018,28572,2,Y,No,34,6,4,160,0,8,8,4,6,16,6,4
68,No,Travel_Frequently,2094,Research & Development,46,2,Life Sciences,2,638,6,Female,134,4,2,Research Scientist,4,Married,7364,19978,6,Y,No,36,6,6,160,0,10,8,2,4,12,10,0
56,No,Travel_Frequently,740,Research & Development,32,6,Life Sciences,2,659,6,Female,166,4,4,Research Scientist,6,Divorced,16762,16316,0,Y,Yes,36,6,6,160,0,38,8,6,20,20,0,8
36,No,Travel_Frequently,2936,Research & Development,38,4,Life Sciences,2,682,8,Male,196,2,2,Research Scientist,8,Married,20434,35086,0,Y,No,40,6,4,160,2,0,4,4,26,4,2,8
68,No,Travel_Frequently,1736,Research & Development,4,10,Life Sciences,2,700,2,Female,60,6,4,Manager,8,Divorced,3526,27288,2,Y,Yes,22,6,6,160,0,32,4,4,22,18,0,14
60,No,Travel_Frequently,1052,Research & Development,40,8,Life Sciences,2,749,4,Female,116,6,6,Sales Executive,2,Married,15582,47226,0,Y,No,26,6,6,160,2,14,2,4,0,0,20,0
82,No,Travel_Frequently,2804,Research & Development,30,6,Life Sciences,2,770,6,Female,114,4,6,Research Scientist,4,Married,5838,33994,10,Y,Yes,26,6,6,160,0,42,0,4,0,0,8,12
78,No,Travel_Frequently,608,Research & Development,24,2,Life Sciences,2,775,4,Male,184,4,2,Sales Representative,4,Single,2018,45556,8,Y,No,28,6,4,160,2,24,6,4,6,2,0,6
80,No,Travel_Frequently,1202,Research & Development,4,10,Life Sciences,2,800,8,Female,176,4,2,Healthcare Representative,4,Divorced,11682,22336,4,Y,No,22,6,2,160,0,18,8,2,12,0,6,12
66,No,Travel_Frequently,1122,Research & Development,22,4,Life Sciences,2,828,4,Male,190,4,2,Sales Executive,8,Married,6898,30504,6,Y,No,22,6,6,160,0,36,4,4,46,4,4,4
104,No,Travel_Frequently,2060,Research & Development,6,4,Life Sciences,2,852,4,Female,200,8,4,Sales Executive,6,Married,11706,53998,0,Y,No,28,6,6,160,2,4,6,6,16,0,8,14
92,No,Travel_Frequently,2192,Research & Development,4,8,Life Sciences,2,863,6,Female,164,6,6,Research Scientist,8,Single,10538,26110,12,Y,No,44,6,8,160,2,30,10,4,20,2,4,4
94,No,Travel_Frequently,2446,Research & Development,58,8,Life Sciences,2,893,4,Female,120,4,4,Research Scientist,8,Single,22866,22620,0,Y,No,38,6,2,160,0,38,0,6,12,12,4,6
48,No,Travel_Frequently,858,Research & Development,32,6,Life Sciences,2,947,4,Female,138,2,2,Research Scientist,8,Single,21326,48684,18,Y,No,28,6,2,160,2,0,0,6,0,18,0,4
76,No,Travel_Frequently,1232,Research & Development,18,8,Life Sciences,2,955,2,Male,88,6,4,Research Scientist,2,Single,29160,53998,6,Y,No,22,6,8,160,0,6,2,6,28,2,0,14
98,No,Travel_Frequently,2998,Research & Development,14,4,Life Sciences,2,964,6,Male,124,4,4,Research Scientist,6,Divorced,10324,53998,8,Y,No,26,6,4,160,0,40,6,4,18,0,14,4
106,No,Travel_Frequently,2500,Research & Development,2,4,Life Sciences,2,969,4,Male,108,4,2,Laboratory Technician,4,Single,8870,33410,2,Y,Yes,26,6,2,160,0,28,4,4,4,12,12,10
102,No,Travel_Frequently,1136,Research & Development,2,4,Life Sciences,2,981,6,Male,100,4,4,Sales Executive,4,Single,19040,31890,6,Y,Yes,40,6,4,160,0,30,0,6,6,16,8,12
68,No,Travel_Frequently,1434,Research & Development,24,4,Life Sciences,2,1038,6,Male,152,6,4,Research Scientist,2,Married,6972,28948,4,Y,No,30,6,4,160,0,28,6,6,8,20,8,12
36,No,Travel_Frequently,1080,Research & Development,20,10,Life Sciences,2,1051,4,Male,172,4,2,Manufacturing Director,6,Single,14116,20470,6,Y,No,26,6,4,160,4,20,6,4,4,14,0,0
102,No,Travel_Frequently,1932,Research & Development,2,4,Life Sciences,2,1059,6,Male,200,8,4,Sales Executive,4,Married,11106,23188,10,Y,No,34,6,4,160,0,52,0,6,30,0,12,8
70,No,Travel_Frequently,2604,Research & Development,26,6,Life Sciences,2,1061,4,Male,90,4,2,Research Scientist,4,Single,18032,13056,2,Y,Yes,48,6,2,160,0,28,4,4,26,8,8,16
80,No,Travel_Frequently,1478,Research & Development,36,8,Life Sciences,2,1072,4,Female,104,4,4,Healthcare Representative,6,Married,18142,20234,4,Y,No,34,6,4,160,0,30,0,4,4,18,4,2
56,No,Travel_Frequently,1110,Research & Development,14,6,Life Sciences,2,1074,4,Male,60,4,2,Sales Representative,4,Single,18896,45620,6,Y,No,42,6,6,160,2,12,4,4,16,18,0,0
116,No,Travel_Frequently,1906,Research & Development,2,4,Life Sciences,2,1076,2,Male,200,4,6,Research Scientist,2,Single,11850,34450,0,Y,Yes,42,6,8,160,0,14,2,2,8,4,2,0
80,No,Travel_Frequently,204,Research & Development,10,6,Life Sciences,2,1092,6,Male,94,4,4,Laboratory Technician,4,Single,17636,4188,0,Y,No,40,6,6,160,2,32,4,4,24,0,0,12
54,No,Travel_Frequently,1290,Research & Development,6,4,Life Sciences,2,1095,8,Male,136,4,2,Laboratory Technician,2,Married,15786,46384,6,Y,No,22,6,8,160,2,28,6,4,10,6,4,16
84,No,Travel_Frequently,1678,Research & Development,2,6,Life Sciences,2,1097,6,Female,200,4,4,Manager,6,Married,5712,38860,0,Y,Yes,24,6,6,160,0,22,4,2,4,0,0,2
58,No,Travel_Frequently,452,Research & Development,26,8,Life Sciences,2,1098,2,Male,170,6,4,Research Scientist,6,Married,18690,53998,10,Y,No,24,6,4,160,2,38,2,4,22,8,0,8
50,No,Travel_Frequently,1650,Research & Development,8,4,Life Sciences,2,1109,2,Male,162,2,2,Research Scientist,4,Single,2018,4188,2,Y,Yes,26,6,4,160,0,0,2,6,26,4,6,10
64,No,Travel_Frequently,2132,Research & Development,2,4,Life Sciences,2,1150,2,Male,144,4,2,Manager,2,Married,16530,21642,6,Y,No,30,6,4,160,2,46,2,4,20,12,4,6
100,No,Travel_Frequently,1478,Research & Development,14,4,Life Sciences,2,1164,2,Female,136,8,6,Manufacturing Director,2,Married,27662,53998,0,Y,No,34,6,4,160,0,16,4,4,16,14,12,18
52,No,Travel_Frequently,1556,Research & Development,22,6,Life Sciences,2,1165,4,Male,74,4,4,Research Scientist,4,Married,25496,53998,0,Y,No,32,6,2,160,2,36,4,4,2,12,8,0
92,No,Travel_Frequently,1378,Research & Development,20,2,Life Sciences,2,1173,2,Female,122,4,2,Sales Executive,6,Married,26458,30336,0,Y,No,38,6,2,160,4,40,4,4,0,12,6,0
72,No,Travel_Frequently,204,Research & Development,12,2,Life Sciences,2,1217,6,Male,152,4,2,Sales Executive,4,Married,12990,13736,0,Y,No,28,6,4,160,0,42,6,2,0,6,10,20
82,No,Travel_Frequently,2064,Research & Development,2,2,Life Sciences,2,1226,4,Male,200,4,6,Sales Executive,2,Married,2018,32348,8,Y,Yes,32,6,2,160,0,2,4,4,8,8,6,10
54,No,Travel_Frequently,1932,Research & Development,26,6,Life Sciences,2,1233,4,Female,88,6,6,Sales Executive,4,Divorced,16064,16742,6,Y,No,32,6,8,160,2,0,6,2,8,14,6,6
70,No,Travel_Frequently,2272,Research & Development,12,4,Life Sciences,2,1257,6,Male,200,2,6,Laboratory Technician,4,Single,19166,4188,2,Y,No,22,6,2,160,0,26,4,6,22,8,0,6
110,No,Travel_Frequently,716,Research & Development,34,6,Life Sciences,2,1263,6,Female,116,4,2,Laboratory Technician,4,Single,23104,13956,4,Y,No,30,6,2,160,2,32,4,4,22,0,0,4
88,No,Travel_Frequently,2582,Research & Development,2,4,Life Sciences,2,1335,6,Female,128,4,4,Sales Executive,8,Single,15858,13006,14,Y,Yes,38,6,2,160,2,38,10,4,30,8,0,8
54,No,Travel_Frequently,2178,Research & Development,2,6,Life Sciences,2,1344,4,Male,172,6,4,Research Scientist,4,Single,21614,30542,10,Y,Yes,28,6,2,160,0,34,4,6,24,4,12,0
70,No,Travel_Frequently,2494,Research & Development,2,6,Life Sciences,2,1385,6,Female,132,4,2,Laboratory Technician,4,Divorced,4806,45936,0,Y,Yes,24,6,4,160,2,14,6,6,50,12,4,6
50,No,Travel_Frequently,1652,Research & Development,36,8,Life Sciences,2,1484,6,Female,156,6,2,Research Director,2,Single,2018,42300,0,Y,No,32,6,6,160,4,54,6,2,0,4,4,0
60,No,Travel_Frequently,886,Research & Development,2,6,Life Sciences,2,1510,8,Male,148,4,2,Research Scientist,4,Married,3210,17422,6,Y,No,26,6,2,160,0,12,6,6,30,4,2,2
102,No,Travel_Frequently,596,Research & Development,2,4,Life Sciences,2,1528,6,Male,76,8,2,Laboratory Technician,2,Divorced,19000,37086,6,Y,No,30,6,2,160,0,46,6,6,6,8,4,12
64,No,Travel_Frequently,1844,Research & Development,30,6,Life Sciences,2,1546,2,Female,142,4,2,Research Scientist,6,Divorced,14606,37866,6,Y,Yes,28,6,6,160,0,20,6,8,4,4,0,6
38,No,Travel_Frequently,1642,Research & Development,24,6,Life Sciences,2,1561,4,Male,102,8,6,Sales Executive,4,Married,13598,21760,6,Y,No,26,6,4,160,0,48,6,2,8,8,0,12
82,No,Travel_Frequently,1232,Research & Development,8,6,Life Sciences,2,1569,6,Male,152,4,4,Laboratory Technician,4,Single,2018,24002,2,Y,No,42,6,6,160,0,16,4,6,46,0,16,6
56,No,Travel_Frequently,314,Research & Development,2,4,Life Sciences,2,1614,4,Male,140,4,2,Manufacturing Director,6,Single,5288,53334,14,Y,Yes,38,6,4,160,0,14,6,2,6,12,0,6
70,No,Travel_Frequently,818,Research & Development,14,2,Life Sciences,2,1641,4,Female,104,6,2,Healthcare Representative,4,Divorced,29734,4188,10,Y,No,32,6,8,160,2,28,2,6,12,4,8,10
66,No,Travel_Frequently,2134,Research & Development,4,2,Life Sciences,2,1651,6,Male,170,4,4,Manager,4,Single,18692,38272,2,Y,Yes,28,6,2,160,2,36,0,6,14,0,0,18
102,No,Travel_Frequently,2392,Research & Development,30,4,Life Sciences,2,1651,4,Male,102,2,6,Sales Representative,2,Married,36164,28400,12,Y,No,40,6,2,160,0,14,6,2,26,2,8,4
74,No,Travel_Frequently,2204,Research & Development,12,2,Life Sciences,2,1699,6,Female,126,4,2,Research Scientist,8,Divorced,25870,29686,2,Y,No,32,6,4,160,4,12,6,6,0,12,2,4
60,No,Travel_Frequently,2074,Research & Development,22,6,Life Sciences,2,1753,2,Male,90,6,2,Research Director,2,Divorced,18000,37962,0,Y,No,22,6,2,160,0,38,2,4,16,6,2,10
66,No,Travel_Frequently,2166,Research & Development,28,4,Life Sciences,2,1755,2,Male,124,4,6,Sales Representative,2,Divorced,2018,34034,0,Y,No,24,6,6,160,0,10,2,6,12,2,8,6
62,No,Travel_Frequently,1622,Research & Development,14,4,Life Sciences,2,1758,4,Male,124,4,4,Sales Executive,8,Married,4996,21060,6,Y,Yes,30,6,2,160,0,38,6,8,12,14,0,14
104,No,Travel_Frequently,2750,Research & Development,20,8,Life Sciences,2,1804,4,Male,188,6,4,Manager,2,Married,16774,4188,6,Y,Yes,32,6,2,160,0,30,4,6,12,16,12,0
92,No,Travel_Frequently,1550,Research & Development,2,6,Life Sciences,2,1825,2,Male,200,4,2,Healthcare Representative,4,Divorced,20034,27704,8,Y,No,28,6,2,160,2,32,2,2,20,12,0,16
56,No,Travel_Frequently,2806,Research & Development,18,4,Life Sciences,2,1826,4,Female,76,4,2,Laboratory Technician,4,Married,12772,34986,4,Y,No,22,6,6,160,0,30,6,6,16,2,12,10
86,No,Travel_Frequently,2498,Research & Development,46,2,Life Sciences,2,1867,6,Male,78,4,2,Sales Executive,6,Single,10616,38830,0,Y,No,30,6,8,160,2,32,2,4,20,8,6,4
42,No,Travel_Frequently,1550,Research & Development,18,8,Life Sciences,2,1878,4,Male,120,6,2,Sales Executive,6,Married,11984,11406,0,Y,No,24,6,2,160,0,12,6,6,10,22,12,14
102,No,Travel_Frequently,614,Research & Development,28,2,Life Sciences,2,2013,6,Male,144,4,2,Laboratory Technician,6,Single,18874,18746,12,Y,Yes,28,6,4,160,0,4,2,6,16,12,0,10
90,No,Travel_Frequently,2414,Research & Development,16,2,Life Sciences,2,2068,4,Female,130,4,2,Healthcare Representative,2,Divorced,4930,9068,0,Y,No,24,6,4,160,0,16,4,6,0,0,4,2
92,No,Travel_Frequently,2200,Research & Development,12,4,Life Sciences,2,2068,8,Female,112,4,4,Research Scientist,6,Single,21184,32130,10,Y,Yes,32,6,2,160,2,24,4,6,18,14,4,8
68,No,Travel_Frequently,2568,Research & Development,6,8,Life Sciences,2,2068,6,Female,138,2,2,Sales Executive,2,Married,23008,27972,2,Y,No,26,6,6,160,0,32,8,4,0,12,0,0
