Age,Attrition,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
29,No,Research & Development,15,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,No,6,3.0,6.0
42,No,Research & Development,17,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,Yes,10,3.0,3.0
29,No,Sales,20,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,No,10,3.0,3.0
25,No,Research & Development,1,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,No,5,3.0,4.0
42,No,Research & Development,2,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,Yes,10,3.0,9.0
40,No,Research & Development,2,Medical,1,Male,3,5,Research Director,3,Divorced,19436,No,22,3.0,21.0
51,No,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,No,1,2.0,1.0
31,Yes,Research & Development,29,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,No,6,4.0,5.0
32,No,Research & Development,7,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,No,5,1.0,5.0
38,No,Sales,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,No,13,3.0,8.0
32,No,Research & Development,2,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,No,9,3.0,6.0
46,No,Sales,2,Technical Degree,3,Female,1,4,Manager,2,Married,16872,Yes,28,2.0,7.0
28,Yes,Research & Development,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,No,5,1.0,0.0
29,No,Sales,2,Medical,1,Male,2,2,Sales Executive,2,Married,6644,No,10,3.0,0.0
31,No,Research & Development,23,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,No,10,3.0,9.0
25,No,Research & Development,5,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,No,6,3.0,6.0
45,No,Research & Development,20,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,Yes,21,3.0,20.0
36,No,Research & Development,6,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,No,16,3.0,15.0
55,No,Research & Development,1,Medical,4,Male,3,5,Manager,1,Single,19045,Yes,37,3.0,36.0
47,Yes,Research & Development,29,Life Sciences,1,Male,3,3,Manager,2,Married,11849,Yes,10,2.0,10.0
28,No,Research & Development,9,Medical,4,Male,3,1,Research Scientist,4,Married,2070,No,5,2.0,5.0
37,No,Sales,6,Medical,3,Male,3,2,Sales Executive,4,Married,6502,No,7,4.0,5.0
21,No,Research & Development,3,Medical,4,Male,2,1,Research Scientist,3,Single,3230,No,3,4.0,3.0
37,No,Research & Development,1,Medical,1,Female,3,3,Research Director,4,Divorced,13603,Yes,15,3.0,5.0
35,No,Research & Development,22,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,No,10,2.0,7.0
38,No,Sales,7,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,Yes,8,3.0,8.0
26,No,Research & Development,1,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,No,6,1.0,6.0
50,No,Research & Development,4,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,No,28,2.0,10.0
53,No,Research & Development,3,Medical,3,Male,3,4,Research Director,3,Married,17584,Yes,21,2.0,5.0
42,No,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,No,20,3.0,20.0
29,No,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,No,10,2.0,10.0
55,No,Research & Development,20,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,5415,Yes,12,3.0,10.0
26,No,Research & Development,11,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,Yes,5,3.0,5.0
37,No,Research & Development,1,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,No,17,3.0,17.0
44,Yes,Research & Development,24,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,Yes,19,1.0,1.0
38,No,Research & Development,23,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,No,10,3.0,2.0
26,Yes,Research & Development,16,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2373,Yes,5,3.0,3.0
28,No,Research & Development,8,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,No,5,3.0,5.0
49,No,Research & Development,10,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,Yes,22,3.0,3.0
36,No,Research & Development,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,No,10,3.0,8.0
31,No,Sales,5,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,No,2,2.0,2.0
26,Yes,Sales,4,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,Yes,8,3.0,8.0
37,No,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,Married,2326,Yes,4,2.0,4.0
42,No,Sales,26,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,No,23,4.0,20.0
18,Yes,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,No,0,3.0,0.0
35,No,Sales,16,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,No,12,2.0,11.0
36,No,Research & Development,18,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,No,4,3.0,1.0
51,No,Research & Development,2,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,No,13,3.0,4.0
41,No,Sales,2,Life Sciences,4,Male,3,4,Manager,2,Single,16015,No,22,3.0,22.0
18,No,Sales,10,Medical,4,Female,2,1,Sales Representative,3,Single,1200,No,0,3.0,0.0
28,No,Research & Development,16,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,No,9,3.0,8.0
31,No,Sales,7,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,No,10,2.0,8.0
39,No,Research & Development,1,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,No,19,2.0,18.0
36,No,Research & Development,24,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,No,11,3.0,9.0
32,No,Sales,7,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,No,13,2.0,13.0
38,No,Research & Development,25,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,No,19,3.0,10.0
58,No,Research & Development,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,5660,Yes,12,3.0,5.0
31,No,Research & Development,5,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,Yes,6,3.0,5.0
31,No,Human Resources,2,Human Resources,1,Male,2,2,Human Resources,1,Married,6410,No,9,3.0,2.0
45,No,Research & Development,7,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,5210,No,24,3.0,24.0
31,No,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2695,Yes,3,1.0,2.0
33,No,Research & Development,5,Life Sciences,4,Female,3,3,Manager,2,Married,11878,No,12,3.0,10.0
39,No,Research & Development,10,Medical,3,Male,3,4,Manager,1,Married,17068,Yes,21,3.0,21.0
43,No,Research & Development,10,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2455,No,9,3.0,8.0
49,No,Research & Development,1,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,Yes,25,3.0,7.0
52,Yes,Research & Development,8,Medical,3,Male,2,2,Research Scientist,2,Married,4941,No,11,2.0,8.0
27,No,Research & Development,5,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,Yes,4,2.0,4.0
32,No,Sales,8,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,Yes,13,3.0,13.0
27,No,Sales,2,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,Yes,5,3.0,5.0
31,No,Sales,7,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,No,13,3.0,7.0
32,No,Research & Development,2,Medical,1,Female,4,2,Research Scientist,4,Single,5055,No,10,2.0,7.0
28,Yes,Research & Development,2,Medical,1,Male,1,1,Research Scientist,4,Married,3464,Yes,5,2.0,3.0
30,No,Research & Development,28,Medical,4,Female,3,2,Research Scientist,4,Married,5775,No,11,3.0,10.0
31,No,Research & Development,7,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,No,10,3.0,10.0
39,No,Research & Development,7,Medical,3,Male,2,5,Manager,4,Married,19272,No,21,3.0,21.0
39,Yes,Sales,3,Medical,4,Female,3,2,Sales Executive,3,Married,5238,Yes,12,2.0,1.0
33,No,Sales,10,Marketing,2,Male,2,2,Sales Executive,4,Single,4682,No,9,2.0,7.0
47,No,Research & Development,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,No,21,3.0,3.0
43,No,Research & Development,10,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,5257,No,9,4.0,9.0
27,No,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,Yes,6,3.0,5.0
54,No,Research & Development,20,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4869,No,20,2.0,4.0
43,No,Research & Development,7,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,No,10,2.0,1.0
45,No,Research & Development,8,Other,4,Male,3,2,Research Scientist,4,Married,3697,No,12,3.0,10.0
40,No,Sales,1,Medical,2,Male,1,2,Sales Executive,4,Married,7457,Yes,6,2.0,4.0
29,Yes,Research & Development,8,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,Yes,7,2.0,7.0
29,No,Research & Development,9,Other,2,Male,2,1,Laboratory Technician,4,Single,3983,No,4,3.0,3.0
30,No,Sales,5,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,No,10,3.0,10.0
27,No,Sales,8,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,No,8,3.0,8.0
37,No,Research & Development,5,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,No,8,2.0,6.0
38,No,Research & Development,15,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,Yes,12,3.0,11.0
31,No,Research & Development,7,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,Yes,11,2.0,11.0
29,No,Sales,10,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,Yes,7,3.0,7.0
35,No,Research & Development,5,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,8095,No,17,3.0,16.0
23,No,Research & Development,26,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,No,4,2.0,4.0
41,No,Research & Development,6,Medical,4,Male,2,2,Manufacturing Director,2,Single,6032,Yes,8,3.0,5.0
47,No,Sales,4,Medical,2,Male,3,2,Sales Representative,3,Single,2976,No,5,3.0,0.0
42,No,Research & Development,23,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,No,16,3.0,1.0
29,No,Sales,2,Life Sciences,4,Male,3,2,Sales Executive,3,Married,4649,No,4,2.0,4.0
42,No,Human Resources,2,Technical Degree,3,Male,3,1,Human Resources,3,Divorced,2696,Yes,4,3.0,3.0
32,No,Research & Development,2,Medical,3,Female,3,1,Laboratory Technician,2,Married,2370,No,8,3.0,8.0
48,No,Sales,29,Medical,1,Female,3,3,Manager,3,Married,12504,No,15,1.0,0.0
37,No,Research & Development,6,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,Yes,13,3.0,7.0
30,No,Sales,25,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,Yes,4,4.0,2.0
26,No,Sales,1,Life Sciences,3,Male,3,2,Sales Executive,3,Married,5296,No,8,3.0,8.0
42,No,Research & Development,2,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,No,14,3.0,1.0
21,Yes,Sales,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,Yes,3,3.0,3.0
36,No,Sales,1,Medical,4,Female,3,2,Sales Executive,4,Single,6653,No,7,3.0,1.0
36,No,Sales,3,Medical,1,Male,2,3,Sales Executive,4,Married,9699,No,16,3.0,13.0
57,No,Research & Development,1,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,No,15,3.0,3.0
40,No,Research & Development,10,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,Yes,10,3.0,7.0
21,No,Sales,9,Medical,1,Male,3,1,Sales Representative,4,Single,2610,No,3,2.0,3.0
33,Yes,Sales,5,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,Yes,1,3.0,1.0
37,No,Research & Development,10,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,No,17,3.0,5.0
46,No,Research & Development,7,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,No,7,4.0,1.0
41,Yes,Sales,4,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,No,8,3.0,8.0
50,No,Research & Development,10,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,No,20,3.0,4.0
40,Yes,Sales,22,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,Yes,8,3.0,6.0
31,No,Research & Development,9,Life Sciences,3,Male,2,1,Research Scientist,2,Single,2657,Yes,3,3.0,2.0
21,Yes,Sales,12,Life Sciences,3,Female,4,1,Sales Representative,2,Single,2716,No,1,3.0,1.0
29,No,Research & Development,23,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,No,6,3.0,3.0
35,No,Research & Development,9,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,6540,No,10,3.0,1.0
27,No,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,No,5,3.0,5.0
28,No,Sales,9,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,No,7,3.0,7.0
49,No,Research & Development,7,Other,2,Male,2,3,Healthcare Representative,3,Single,10965,No,26,3.0,5.0
51,No,Sales,14,Life Sciences,3,Female,3,2,Sales Executive,4,Married,4936,No,18,2.0,7.0
36,No,Research & Development,2,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,No,6,3.0,2.0
34,Yes,Sales,19,Marketing,1,Male,4,2,Sales Executive,4,Single,5304,Yes,9,2.0,5.0
55,No,Research & Development,2,Life Sciences,3,Female,3,4,Manager,4,Single,16659,Yes,30,3.0,5.0
24,No,Sales,10,Marketing,4,Female,3,2,Sales Executive,3,Divorced,4260,Yes,5,4.0,5.0
30,No,Sales,2,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,No,1,3.0,1.0
26,Yes,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,1,Single,3102,No,7,3.0,6.0
22,No,Research & Development,11,Medical,1,Female,3,1,Research Scientist,2,Married,2244,No,2,3.0,2.0
36,No,Sales,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,No,10,3.0,10.0
30,Yes,Research & Development,4,Technical Degree,3,Male,3,1,Research Scientist,4,Single,2285,Yes,3,3.0,1.0
37,No,Research & Development,14,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,3034,No,18,2.0,18.0
40,No,Sales,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,5715,No,8,3.0,5.0
42,No,Research & Development,1,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,2576,No,8,3.0,5.0
37,No,Research & Development,10,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,4197,Yes,18,2.0,1.0
43,No,Research & Development,12,Life Sciences,1,Male,2,4,Research Director,2,Divorced,14336,No,25,3.0,25.0
40,No,Research & Development,2,Medical,2,Female,2,2,Laboratory Technician,3,Married,3448,No,20,3.0,1.0
54,No,Research & Development,5,Medical,1,Male,3,5,Research Director,1,Married,19406,No,24,2.0,4.0
34,No,Sales,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,No,6,3.0,3.0
31,No,Research & Development,7,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,No,13,1.0,13.0
43,No,Research & Development,21,Medical,4,Male,3,1,Laboratory Technician,4,Married,2258,No,8,3.0,3.0
43,No,Research & Development,8,Other,3,Female,3,2,Healthcare Representative,3,Divorced,4522,Yes,8,3.0,5.0
25,No,Sales,4,Life Sciences,2,Female,2,2,Sales Executive,4,Single,4487,Yes,5,3.0,5.0
37,No,Research & Development,25,Medical,2,Female,3,2,Research Scientist,3,Married,4449,Yes,15,3.0,13.0
31,No,Research & Development,1,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,No,4,3.0,4.0
39,No,Research & Development,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,19197,Yes,21,3.0,21.0
56,No,Sales,6,Life Sciences,3,Female,4,4,Sales Executive,1,Married,13212,No,36,2.0,7.0
30,No,Sales,12,Technical Degree,2,Female,3,2,Sales Executive,3,Single,6577,No,6,3.0,5.0
41,No,Sales,1,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,No,10,3.0,10.0
28,No,Research & Development,17,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,4558,No,10,3.0,10.0
25,Yes,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,1,Married,4031,No,6,3.0,2.0
52,No,Research & Development,3,Medical,4,Male,2,3,Manufacturing Director,3,Married,7969,Yes,28,3.0,5.0
45,No,Research & Development,10,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2654,No,8,2.0,2.0
52,No,Research & Development,4,Life Sciences,4,Female,3,4,Manager,4,Married,16555,No,31,1.0,5.0
42,No,Research & Development,29,Life Sciences,1,Female,3,2,Research Scientist,3,Divorced,4556,No,19,3.0,5.0
30,No,Research & Development,2,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,6091,No,11,3.0,5.0
60,No,Research & Development,7,Life Sciences,1,Female,3,5,Manager,1,Married,19566,No,33,1.0,29.0
46,No,Research & Development,18,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,4810,No,19,2.0,10.0
42,No,Research & Development,28,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,4523,No,7,4.0,6.0
24,Yes,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,3202,Yes,6,3.0,5.0
34,Yes,Sales,6,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,No,3,2.0,2.0
38,No,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1702,Yes,1,3.0,1.0
40,No,Sales,2,Life Sciences,3,Female,3,5,Manager,3,Married,18041,No,21,3.0,20.0
26,No,Research & Development,23,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,No,3,1.0,3.0
30,No,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,2097,No,9,1.0,5.0
29,No,Research & Development,3,Medical,2,Male,2,3,Research Director,3,Married,11935,No,10,3.0,10.0
29,Yes,Research & Development,25,Technical Degree,3,Female,2,1,Research Scientist,2,Married,2546,No,6,4.0,2.0
19,Yes,Human Resources,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,2564,No,1,4.0,1.0
30,No,Sales,22,Other,3,Female,3,3,Sales Executive,1,Married,8412,No,10,3.0,9.0
57,No,Sales,29,Marketing,1,Male,2,4,Manager,4,Divorced,14118,No,32,2.0,1.0
50,No,Research & Development,29,Life Sciences,2,Male,2,4,Manager,3,Married,17046,No,28,3.0,27.0
30,No,Research & Development,2,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,No,12,2.0,11.0
60,No,Sales,28,Marketing,3,Female,2,3,Sales Executive,1,Married,10266,No,22,4.0,18.0
47,No,Research & Development,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,5070,No,20,3.0,5.0
46,No,Research & Development,2,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,No,26,1.0,3.0
35,No,Research & Development,22,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,No,6,3.0,5.0
54,No,Research & Development,8,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,3780,No,19,3.0,1.0
34,No,Research & Development,2,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,2768,No,14,3.0,7.0
46,No,Sales,10,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,Yes,15,3.0,3.0
31,No,Research & Development,9,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,No,13,4.0,13.0
33,Yes,Research & Development,15,Medical,2,Male,3,3,Manager,3,Married,13610,Yes,15,4.0,7.0
33,Yes,Research & Development,10,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,No,8,3.0,4.0
30,No,Sales,7,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,No,4,3.0,3.0
35,No,Research & Development,16,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,Yes,10,3.0,8.0
31,Yes,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,No,12,3.0,1.0
34,Yes,Human Resources,23,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,Yes,11,3.0,3.0
42,No,Research & Development,5,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,No,8,3.0,2.0
36,No,Sales,10,Medical,2,Male,3,3,Sales Executive,4,Single,9980,No,10,2.0,10.0
22,Yes,Research & Development,4,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,No,4,3.0,2.0
48,No,Sales,2,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,No,14,3.0,9.0
55,No,Sales,18,Life Sciences,1,Female,3,4,Manager,2,Single,16835,No,37,3.0,10.0
41,No,Sales,10,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,No,16,3.0,14.0
35,No,Sales,1,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,No,15,3.0,11.0
40,No,Research & Development,6,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,No,22,3.0,20.0
39,No,Research & Development,8,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,No,8,3.0,8.0
31,No,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,Yes,10,4.0,6.0
42,No,Research & Development,24,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,Yes,10,2.0,10.0
45,No,Sales,2,Other,4,Male,3,2,Sales Executive,2,Married,4805,No,9,4.0,8.0
26,Yes,Human Resources,17,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,Yes,8,2.0,7.0
29,No,Research & Development,19,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,No,8,4.0,3.0
33,No,Research & Development,1,Medical,1,Female,4,4,Research Director,3,Divorced,16184,No,10,3.0,6.0
31,No,Sales,7,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,No,10,2.0,5.0
18,Yes,Sales,5,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,Yes,0,3.0,0.0
40,No,Sales,28,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,No,20,3.0,1.0
41,No,Research & Development,2,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,Yes,10,3.0,8.0
